,0,1,2
726,190329-15111-002,2020-12-05 18:30,"['태웅 단조', '태웅 단조']"
727,190617-15088-001,2020-12-05 19:50,"['태상 미음', '태상 미음']"
728,190617-15088-002,2020-12-05 19:50,"['태상 미음', '태상 미음']"
729,190712-12005-017,2020-12-05 19:50,"['태상 미음', '태상 미음']"
730,191103-99010-001,2020-12-05 21:30,"['태상 미음', '태웅 단조']"
731,191109-12005-001,2020-12-05 23:50,"['태상 미음', '태웅 단조']"
732,191120-19558-001,2020-12-09 9:10,"['태웅 단조 2EA', '태웅 단조 2EA']"
733,191120-19558-002,2020-12-09 9:10,"['태웅 단조 2EA', '태웅 단조 2EA']"
734,191122-74114-007,2020-12-09 9:10,"['태웅 단조 2EA', '태웅 단조 2EA']"
735,191122-74114-014,2020-12-09 9:10,"['태웅 단조 2EA', '태웅 단조 2EA']"
736,191113-01258-009,2020-12-09 9:30,"['태상 미음', '태상 미음']"
737,191113-01258-011,2020-12-09 9:30,"['태상 미음', '태상 미음']"
738,191113-01258-013,2020-12-09 9:30,"['태상 미음', '태상 미음']"
739,191113-01258-015,2020-12-09 9:30,"['태상 미음', '태상 미음']"
740,190320-12005-019,2020-12-09 11:50,"['태웅 단조', None]"
741,190724-14730-073,2020-12-09 12:30,"['태상 미음', None]"
742,191031-19743-001,2020-12-09 16:10,"['태웅 단조 2EA', '태웅 단조']"
743,191004-19235-001,2020-12-09 20:50,"['태웅 단조', '태웅 단조']"
744,191031-19195-001,2020-12-10 4:30,"['태웅 단조', '태웅 단조']"
745,191113-01258-001,2020-12-10 14:30,"['태상 미음', '태상 미음']"
746,191113-01258-003,2020-12-10 14:30,"['태상 미음', '태상 미음']"
747,191113-01258-005,2020-12-10 14:30,"['태상 미음', '태상 미음']"
748,191113-01258-007,2020-12-10 14:30,"['태상 미음', '태상 미음']"
749,190724-14730-049,2020-12-10 14:30,"['태상 미음', None]"
750,190918-12005-011,2020-12-11 3:50,"['태웅 단조', '태웅 단조']"
751,191118-12005-001,2020-12-11 17:50,"['태웅 단조', None]"
752,191017-12005-028,2020-12-11 18:50,"['태상 미음', '태웅 단조']"
753,191118-17035-002,2020-12-11 18:50,"['태상 미음', '태웅 단조']"
754,191028-19041-002,2020-12-11 20:30,"['태웅 단조', '태웅 단조']"
755,191028-19041-004,2020-12-11 20:30,"['태웅 단조', '태웅 단조']"
756,190320-15088-001,2020-12-11 22:10,"['태상 미음 1EA', '태상 미음 1EA']"
757,190918-12321-012,2020-12-11 22:10,"['태상 미음 1EA', '태상 미음 1EA']"
758,191125-70021-003,2020-12-11 22:10,"['태상 미음 1EA', '태상 미음 1EA']"
759,190717-12005-008,2020-12-12 0:50,"['태웅 단조', '태웅 단조']"
760,190717-12005-015,2020-12-12 0:50,"['태웅 단조', '태웅 단조']"
761,191125-70021-001,2020-12-12 3:10,"['태상 미음 1EA', '태상 미음']"
762,191125-70021-001,2020-12-12 5:50,"['태상 미음', '태상 미음']"
763,191122-74114-001,2020-12-12 12:30,"['태상 미음', '태상 미음']"
764,191113-01258-017,2020-12-12 22:10,"['태상 미음', '태상 미음']"
765,191113-01258-018,2020-12-12 22:10,"['태상 미음', '태상 미음']"
766,190626-14730-042,2020-12-12 22:10,"['태상 미음', None]"
767,190626-14730-045,2020-12-12 22:10,"['태상 미음', None]"
768,190626-14730-015,2020-12-16 20:20,"['태상 미음', '태상 미음']"
769,190626-14730-016,2020-12-16 20:20,"['태상 미음', '태상 미음']"
770,190626-14730-024,2020-12-16 20:20,"['태상 미음', None]"
771,190626-14730-025,2020-12-16 20:20,"['태상 미음', None]"
772,191004-19235-002,2020-12-17 4:40,"['태웅 단조', '태웅 단조']"
773,180530-12005-043,2020-12-17 12:30,"['태웅 단조', None]"
774,180530-12005-037,2020-12-17 13:50,"['태웅 단조', None]"
775,190220-15111-002,2020-12-17 15:30,"['태웅 단조', '태웅 단조']"
776,190220-15111-002,2020-12-17 16:50,"['태웅 단조', '태웅 단조']"
777,190212-14730-057,2020-12-18 2:30,"['태상 미음', '태상 미음']"
778,190212-14730-081,2020-12-18 2:30,"['태상 미음', '태상 미음']"
779,190212-14730-087,2020-12-18 2:30,"['태상 미음', '태상 미음']"
780,190212-14730-028,2020-12-18 5:30,"['태상 미음', None]"
781,190212-14730-029,2020-12-18 5:30,"['태상 미음', None]"
782,190724-14730-052,2020-12-19 0:10,"['태상 미음', None]"
783,190724-14730-053,2020-12-19 0:10,"['태상 미음', None]"
784,190827-12321-003,2020-12-19 0:50,"['태웅 단조', None]"
785,191023-19173-001,2020-12-19 1:30,"['태웅 단조', None]"
786,190724-14730-060,2020-12-19 2:10,"['태상 미음', '태상 미음']"
787,190724-14730-061,2020-12-19 2:10,"['태상 미음', '태상 미음']"
788,191126-15509-006,2020-12-19 5:30,"['태웅 단조', '태웅 단조']"
789,191112-19004-001,2020-12-19 11:50,"['태웅 단조', None]"
790,191112-19004-003,2020-12-19 11:50,"['태웅 단조', None]"
791,191125-15509-001,2020-12-19 14:30,"['태웅 단조', None]"
792,190603-17035-004,2020-12-19 15:10,"['태웅 단조', '태웅 단조']"
793,190930-17035-003,2020-12-19 15:10,"['태웅 단조', '태웅 단조']"
794,191112-19004-002,2020-12-19 15:50,"['태웅 단조', '태웅 단조']"
795,191112-19004-004,2020-12-19 15:50,"['태웅 단조', '태웅 단조']"
796,181112-19581-004,2020-12-19 19:10,"['태웅 단조', '태웅 단조']"
797,190212-14730-053,2020-12-23 11:50,"['태상 미음', '태상 미음']"
798,190212-14730-063,2020-12-23 11:50,"['태상 미음', '태상 미음']"
799,190212-14730-067,2020-12-23 11:50,"['태상 미음', '태상 미음']"
800,190212-14730-079,2020-12-23 11:50,"['태상 미음', '태상 미음']"
801,190212-14730-064,2020-12-23 14:50,"['태상 미음', None]"
802,190212-14730-071,2020-12-23 14:50,"['태상 미음', None]"
803,191205-75383-001,2020-12-23 17:30,"['태상 미음', '태상 미음']"
804,191120-60176-002,2020-12-23 17:30,"['태상 미음', '태상 미음']"
805,191120-60176-001,2020-12-24 0:30,"['태상 미음', None]"
806,190807-15111-001,2020-12-24 1:10,"['태웅 단조', '태웅 단조']"
807,180816-15111-004,2020-12-24 7:30,"['태웅 단조', '태웅 단조']"
808,191121-19133-001,2020-12-24 8:30,"['태웅 단조', None]"
809,191121-19133-002,2020-12-24 9:30,"['태웅 단조', '태웅 단조']"
810,190212-14730-013,2020-12-24 13:30,"['태상 미음', '태상 미음']"
811,190212-14730-014,2020-12-24 13:30,"['태상 미음', '태상 미음']"
812,190212-14730-027,2020-12-24 13:30,"['태상 미음', '태상 미음']"
813,190212-14730-011,2020-12-24 16:30,"['태상 미음', None]"
814,190212-14730-051,2020-12-24 16:30,"['태상 미음', None]"
815,191129-14059-002,2020-12-25 16:50,"['태웅 단조', '태웅 단조']"
816,191023-19173-002,2020-12-25 16:50,"['태웅 단조', '태웅 단조']"
817,191204-19968-001,2020-12-25 17:30,"['태웅 단조', None]"
818,191206-15198-006,2020-12-26 5:30,"['태웅 단조', '태상 미음']"
819,190918-12005-003,2020-12-26 15:30,"['태웅 단조', '태웅 단조']"
820,191016-19175-001,2020-12-26 16:50,"['태웅 단조', '태웅 단조']"
821,191118-19004-001,2020-12-26 18:50,"['태웅 단조', '태웅 단조']"
