순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량
2139,P8,2020-02-19,주간,200115-12500-015,001,"15,12",가열로12호기,3503.00 X 3298.00 X 204.00,TW 42CrMo4M,"1147*450*380
20/40/25","톱절단
Φ600 R/B",ALLOY,0,2537,1,57.54
2140,P8,2020-02-19,주간,200115-12500-017,001,"15,12",가열로12호기,3102.00 X 2919.00 X 204.00,TW 42CrMo4M,"1075*450*395
25/52/30","톱절단
Φ600 R/B",ALLOY,0,2248,1,50.98
2141,P8,2020-02-19,주간,200115-12500-007,001,"15,12",가열로12호기,3002.00 X 2825.00 X 204.00,TW 42CrMo4M,"1084*450*375
33/49/30","톱절단
Φ600 R/B",ALLOY,0,2173,1,49.28
2142,P8,2020-02-19,주간,200115-12500-014,001,"15,12",가열로12호기,3002.00 X 2825.00 X 204.00,TW 42CrMo4M,"1084*450*375
33/49/30","톱절단
Φ600 R/B",ALLOY,0,2173,1,49.28
2143,P8,2020-02-19,주간,200115-12500-001,001,"15,12",가열로12호기,3104.00 X 2919.00 X 254.00,TW 42CrMo4M,"1111*450*440
25/50/30","톱절단
Φ600 R/B",ALLOY,0,2731,1,61.94
2144,P8,2020-02-19,주간,200115-12500-008,001,"15,12",가열로12호기,3002.00 X 2825.00 X 204.00,TW 42CrMo4M,"1084*450*375
33/49/30","톱절단
Φ600 R/B",ALLOY,0,2173,1,49.28
2145,P8,2020-02-19,야간,200210-19226-003,"018,019,020,021,022,023,024,025,026,027,028,029,030","16,14",가열로14호기,3364.00 X 3048.00 X 85.00,S355NL,"999*450*350
25/25/30",SLAB,CARBON,0,1664,13,34.47
2146,P8,2020-02-19,야간,200211-19240-019,"001,002","16,14",가열로16호기,2700.00 X 2452.00 X 350.00,S355NL,"1164*450*480
20/20/20",SLAB,CARBON,0,3385,2,49.78
2147,P8,2020-02-19,야간,200211-19240-021,001,"16,14",가열로16호기,3500.00 X 3124.00 X 100.00,S355NL,"1139*450*360
25/25/37(시)",SLAB,CARBON,0,2262,1,33.27
2148,P8,2020-02-19,야간,200211-19240-021,"002,003,004","16,14",가열로16호기,3500.00 X 3124.00 X 100.00,S355NL,"1121*450*355
25/25/30",SLAB,CARBON,0,2262,3,33.27
2149,P8,2020-02-19,야간,200211-19240-023,"001,002,003,004","16,14",가열로16호기,4220.00 X 3832.00 X 120.00,S355NL,"1202*450*425
30/30/25",SLAB,CARBON,0,3225,4,47.43
2150,P8,2020-02-19,야간,200211-19240-025,"001,002,003,004","16,14",가열로16호기,4220.00 X 3780.00 X 125.00,S355NL,"1236*450*455
30/30/25",SLAB,CARBON,0,3699,4,54.4
2151,P8,2020-02-19,야간,200211-19240-027,"001,002","16,14",가열로16호기,4500.00 X 3850.00 X 104.00,S355NL,"1427*450*450
30/30/35",R/BLOOM,CARBON,0,5081,2,74.73
2152,P8,2020-02-19,야간,200129-19168-005,"001,002,003,004,005,006,007,009,010","16,14",가열로14호기,3085.00 X 2800.00 X 262.00,S355NL,"1197*450*455
23/23/23",SLAB,CARBON,0,3423,10,70.91
2153,P8,2020-02-19,야간,200212-15444-004,001,"16,14",가열로16호기,1612.00 X 1360.00 X 326.00,TW SNCM439,"1058*450*450
32/60/70(시)","COG BAR
잔재",ALLOY,0,2188,1,32.18
2154,P8,2020-02-19,야간,200212-15444-005,001,"16,14",가열로16호기,1780.00 X 1520.00 X 333.00,S355NL,"1056*450*470
25/25/75(시)",SLAB,CARBON,0,2573,1,37.84
2155,P8,2020-02-19,야간,191205-19151-039,"003,004","16,14",가열로14호기,1130.00 X 940.00 X 598.00,TW 350LF2 B,"863*450*680
40/40/40",히트확인,CARBON,0,2198,2,45.54
2156,P15,2020-02-19,주간,"200105-17035-001
R/TRUNK",1,"20,19,18,06",가열로18호기,"1520.00 X 990.00 X 6500.00
",SF490V,4차작업(마무리)  시방서 참고,18호기,CARBON,1,48000,1,126.93
2157,P15,2020-02-19,주간,200204-19411-006,"1,2,3,4","20,19,18,06",가열로18호기,"6000.00 X 5354.00 X 199.00
",S355NL,"1000 R/BLOOM  TEST건
기술부 단조입회",18호기,CARBON,4,12555,4,33.2
2158,P15,2020-02-19,주간,200115-11091-001,1,"20,19,18,06",가열로19호기,"1000.00 X 0.00 X 6091.00
",S45C,"2/19 20~22시 입고예정(열괴)
2/19 야간작업분",19호기,CARBON,1,32100,1,35.03
2159,P15,2020-02-19,주간,191220-19004-004,1,"20,19,18,06",가열로19호기,"2669.00 X 2000.00 X 1632.00
",A266MGr2,4차작업(마무리)  70/70/150,19호기,CARBON,1,49100,1,53.58
2160,P15,2020-02-19,주간,191126-99010-010,1,"20,19,18,06",가열로20호기,"3120SQ X 3870SQ X 470T
",A350LF2,"2/18 11~14시 입고예정(열괴)
2/20 주간작업분",20호기,CARBON,1,86615,1,137.85
2161,P15,2020-02-19,주간,191205-19151-029,"1,2","20,19,18,06",가열로20호기,"1470.00 X 827.80 X 1382.95
",A350LF2,"2차작업 단조치수 : 1530 X 760 X 1925
150톤 크레인장에 있음 단조입회 예정",20호기,CARBON,2,23470,2,37.35
2162,P15,2020-02-19,주간,200102-19157-006,1,"20,19,18,06",가열로20호기,"2570.00 X 1710.00 X 810.00
",A266MGr2,코깅바 사용 ,20호기,CARBON,1,22170,1,35.28
2163,P15,2020-02-19,주간,191225-12005-001,1,"20,19,18,06",가열로20호기,"1460.00 X 720.00 X 1250.00
",SF490V,1000 R/BLOOM ,20호기,CARBON,1,17330,1,27.58
2164,P15,2020-02-19,주간,200108-15200-003,1,"20,19,18,06",가열로6호기,"1950.00 X 1384.40 X 723.00
",F304L,"2차작업  작업후 밖으로 빼낼 것
오후 작업 요청",6호기,SUS 304,1,11395,1,28.91
2165,P15,2020-02-19,주간,200108-15200-005,1,"20,19,18,06",가열로6호기,"1950.00 X 1384.40 X 723.00
",F304L,"2차작업  작업후 밖으로 빼낼 것
오후 작업 요청",6호기,SUS 304,1,11810,1,29.97
2166,P15,2020-02-19,주간,191205-19151-029,"5,6","20,19,18,06",가열로6호기,"1470.00 X 827.80 X 1382.95
",A350LF2,"700T  사용소재 통보  1차작업
단조치수 : 1530 X 760 X 1925
2/19 야간작업분",6호기,CARBON,2,23470,2,59.55
2167,P15,2020-02-19,주간,191127-15042-007,1,"20,19,18,06",가열로6호기,"936.00 X 800.00 X 5320.00
",SA765GR4,"1000 BLOOM  통째로 투입
1차작업  100/740/150  2/18 야간조 투입
2/19 야간작업분",6호기,CARBON,1,24000,1,60.9
2168,P15,2020-02-19,야간,190515-15111-001,1,"19,17,13,06",가열로13호기,"920.00 X 0.00 X 15345.00
",S45C,"2/19 06시 입고예정(열괴)
2/20 주간작업분  눕혀서 투입",13호기,CARBON,1,62600,1,52.75
2169,P15,2020-02-19,야간,190515-15111-001,2,"19,17,13,06",가열로13호기,"920.00 X 0.00 X 15345.00
",S45C,"2/19 06시 입고예정(열괴)
2/20 주간작업분  눕혀서 투입",13호기,CARBON,1,62600,1,52.75
2170,P15,2020-02-19,야간,191111-12005-003,1,"19,17,13,06",가열로13호기,"680.00 X 0.00 X 9265.00
",SF490VM1,"2/19 06시 입고예정(열괴)
2/20 주간작업분",13호기,CARBON,1,35500,1,29.92
2171,P15,2020-02-19,야간,191111-12005-003,2,"19,17,13,06",가열로13호기,"680.00 X 0.00 X 9265.00
",SF490VM1,"2/19 06시 입고예정(열괴)
2/20 주간작업분",13호기,CARBON,1,35500,1,29.92
2172,P15,2020-02-19,야간,191205-19151-029,"3,4","19,17,13,06",가열로6호기,"1470.00 X 827.80 X 1382.95
",A350LF2,"2차작업 단조치수 : 1530 X 760 X 1925
150톤 크레인장에 있음 단조입회 예정",,CARBON,2,23470,2,52.24
2173,P15,2020-02-19,야간,200115-11091-001,1,"19,17,13,06",가열로19호기,"1000.00 X 0.00 X 6091.00
",S45C,투입완료 시방서 참고,,CARBON,1,32100,1,29.04
2174,P15,2020-02-19,야간,191205-19151-029,"5,6","19,17,13,06",가열로17호기,"1470.00 X 827.80 X 1382.95
",A350LF2,"700T  사용소재 통보
1차작업(높이 쌓기)  절단완료
단조치수 : 1530 X 760 X 1925",6호기,CARBON,2,23470,2,65.98
2175,P15,2020-02-19,야간,191127-15042-007,1,"19,17,13,06",가열로6호기,"936.00 X 800.00 X 5320.00
",SA765GR4,"1000 BLOOM  통째로 투입
1차작업  100/740/150
투입완료",6호기,CARBON,1,24000,1,53.42
2176,P15,2020-02-19,야간,200121-17720-007,1,"19,17,13,06",가열로17호기,"2075.00 X 1829.00 X 1650.00
",F12,2/19 02시 입고예정(열괴),,ALLOY,1,22350,1,62.83
2177,P15,2020-02-19,야간,200121-17720-007,2,"19,17,13,06",가열로17호기,"2075.00 X 1829.00 X 1650.00
",F12,2/19 02시 입고예정(열괴),,ALLOY,1,22350,1,62.83
2178,P15,2020-02-19,야간,200121-17720-025,1,"19,17,13,06",가열로17호기,"2075.00 X 1829.00 X 1650.00
",F12,2/19 02시 입고예정(열괴),,ALLOY,1,22350,1,62.83
2179,P15,2020-02-19,야간,200121-17720-025,2,"19,17,13,06",가열로17호기,"2075.00 X 1829.00 X 1650.00
",F12,2/19 02시 입고예정(열괴),,ALLOY,1,22350,1,62.83
2180,P15,2020-02-19,야간,200115-11091-002,1,"19,17,13,06",가열로19호기,"1000.00 X 0.00 X 6091.00
",S45C,투입완료 시방서 참고,,CARBON,1,32100,1,29.04
2181,P5,2020-02-20,주간,200204-19180-531,001,"01,05",가열로5호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,26.73
2182,P5,2020-02-20,주간,200204-19180-532,001,"01,05",가열로5호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,26.73
2183,P5,2020-02-20,주간,200204-19180-533,001,"01,05",가열로5호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,26.73
2184,P5,2020-02-20,주간,191226-19180-003,001,"01,05",가열로5호기,"COGGING
","WTG-113
(INGOT)","GE 2.5MW M/SHAFT COGGING
별도 시방서참고","INGOT
열괴",ALLOY,1,19350,1,34.83
2185,P5,2020-02-20,주간,191226-19180-004,001,"01,05",가열로5호기,"COGGING
","WTG-113
(INGOT)","GE 2.5MW M/SHAFT COGGING
별도 시방서참고","INGOT
열괴",ALLOY,1,19350,1,34.83
2186,P5,2020-02-20,주간,191226-19180-005,001,"01,05",가열로5호기,"COGGING
","WTG-113
(INGOT)","GE 2.5MW M/SHAFT COGGING
별도 시방서참고","INGOT
열괴",ALLOY,1,19350,1,34.83
2187,P5,2020-02-20,주간,"200115-15224-002
1/2차작업",001,"01,05",가열로5호기,"1030.00 X 0.00 X 7914.00
",TW SCM435,S/N:001 시방서참고 I/SHAFT,"INGOT
열괴",ALLOY,1,20600,1,37.08
2188,P5,2020-02-20,주간,"200123-15224-002
1/2차작업",001,"01,05",가열로5호기,"1030.00 X 0.00 X 7914.00
",TW SCM435,S/N:001 시방서참고 I/SHAFT,"INGOT
열괴",ALLOY,1,20600,1,37.08
2189,P5,2020-02-20,주간,"200129-15622-001
1/2차작업",001,"01,05",가열로1호기,"750.00 X 540.00 X 2910.00
",TWS355,"S/N:001 시방서참고 R/TRUNK
Φ470 T/BAR 사용","400T
히트확인",CARBON,1,8380,1,107.14
2190,P5,2020-02-20,주간,200123-17035-004,001,"01,05",가열로1호기,"1320.00 X 648.00 X 1125.00
",TW SF490V,"60/198/65 S/N:001
1380 X 450 X 1190  1차,2차작업","히트확인
Φ1000 R/B",CARBON,1,13070,1,167.1
2191,P5,2020-02-20,주간,200123-17035-005,001,"01,05",가열로1호기,"1320.00 X 648.00 X 1125.00
",TW SF490V,"60/198/65 S/N:001
1380 X 450 X 1190  1차,2차작업","히트확인
Φ1000 R/B",CARBON,1,13070,1,167.1
2192,P5,2020-02-20,야간,200105-19180-350,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2193,P5,2020-02-20,야간,200105-19180-351,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2194,P5,2020-02-20,야간,200105-19180-352,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2195,P5,2020-02-20,야간,200105-19180-353,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2196,P5,2020-02-20,야간,200105-19180-354,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2197,P5,2020-02-20,야간,200105-19180-355,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2198,P5,2020-02-20,야간,200105-19180-356,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2199,P5,2020-02-20,야간,200105-19180-357,001,"02,04",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,46.29
2200,P5,2020-02-20,야간,200204-19180-525,001,"02,04",가열로2호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","2/19 P5야
COGBAR",ALLOY,1,13480,1,53.55
2201,P5,2020-02-20,야간,200204-19180-526,001,"02,04",가열로2호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","2/19 P5야
COGBAR",ALLOY,1,13480,1,53.55
2202,P5,2020-02-20,야간,200204-19180-527,001,"02,04",가열로2호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","2/19 P5야
COGBAR",ALLOY,1,13480,1,53.55
2203,P5,2020-02-20,야간,200204-19180-528,001,"02,04",가열로2호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","2/19 P5야
COGBAR",ALLOY,1,13480,1,53.55
2204,P5,2020-02-20,야간,200204-19180-529,001,"02,04",가열로2호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","2/19 P5야
COGBAR",ALLOY,1,13480,1,53.55
2205,P5,2020-02-20,야간,200204-19180-530,001,"02,04",가열로2호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","2/19 P5야
COGBAR",ALLOY,1,13480,1,53.55
2206,P5,2020-02-20,야간,"200129-15622-001
2/2차작업",001,"02,04",가열로2호기,"750.00 X 540.00 X 2910.00
",TWS355,"S/N:001 시방서참고 R/TRUNK
Φ470 T/BAR 사용","2/20 P5주
1차작업분",CARBON,1,8380,1,33.29
2207,P8,2020-02-20,주간,200210-19226-002,001,"15,12",가열로12호기,3668.00 X 3338.00 X 105.00,S355NL,"1086*450*395
25/25/37(시)",Φ600 R/B,CARBON,0,2216,1,77.19
2208,P8,2020-02-20,주간,200210-19226-002,"002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020","15,12",가열로12호기,3668.00 X 3338.00 X 105.00,S355NL,"1069*450*390
25/25/30",Φ600 R/B,CARBON,0,2216,19,77.19
2209,P8,2020-02-20,주간,200204-19411-009,"001,002,003,004","15,12",가열로12호기,6000.00 X 5500.00 X 122.00,S355NL,"1432*450*570
40/40/35",Φ800 R/B,CARBON,0,6456,4,224.88
2210,P8,2020-02-20,주간,200129-19168-005,"011,012","15,12",가열로15호기,3085.00 X 2800.00 X 262.00,S355NL,"1197*450*455
23/23/23",SLAB,CARBON,0,3423,2,51.26
2211,P8,2020-02-20,주간,200129-19168-008,"001,002,003,004,005,006,007,008","15,12",가열로15호기,4556.00 X 4000.00 X 110.00,S355NL,"1368*450*465
32/32/36",Φ800 R/B,CARBON,0,4775,8,71.51
2212,P8,2020-02-20,주간,190917-19245-094,001,"15,12",가열로15호기,1510.00 X 1171.54 X 223.00,TW F304H,"1056*450*310
30/30/30","톱절단
Φ600 R/B",SUS 304,0,1684,1,25.22
2213,P8,2020-02-20,주간,190917-19245-095,001,"15,12",가열로15호기,1675.00 X 1317.64 X 238.00,TW F304H,"1112*450*335
30/30/30","톱절단
Φ600 R/B",SUS 304,0,2085,1,31.22
2214,P8,2020-02-20,주간,190917-19245-096,001,"15,12",가열로15호기,1675.00 X 1317.64 X 223.00,TW F304H,"1108*450*320
30/30/30","톱절단
Φ600 R/B",SUS 304,0,1968,1,29.47
2215,P8,2020-02-20,주간,190917-19245-097,001,"15,12",가열로15호기,1510.00 X 1171.54 X 225.00,TW F304H,"1059*450*310
30/30/30","톱절단
Φ600 R/B",SUS 304,0,1697,1,25.41
2216,P8,2020-02-20,주간,191205-19151-039,"005,006","15,12",가열로15호기,1130.00 X 940.00 X 598.00,TW 350LF2 B,"863*450*680
40/40/40",히트확인,CARBON,0,2198,2,32.92
2217,P8,2020-02-20,야간,200210-19226-002,"021,022,023,024,025,026,027,028,029,030","16,14",가열로16호기,3668.00 X 3338.00 X 105.00,S355NL,"1069*450*390
25/25/30",Φ600 R/B,CARBON,0,2216,10,28.39
2218,P8,2020-02-20,야간,200129-19168-007,001,"16,14",가열로14호기,4300.00 X 3970.00 X 107.00,S355NL,"1150*450*420
30/30/37(시)",Φ600 R/B,CARBON,0,2764,1,43.27
2219,P8,2020-02-20,야간,200129-19168-007,"002,003,004,005,006,007,008,009,010,011","16,14",가열로16호기,4300.00 X 3970.00 X 107.00,S355NL,"1139*450*415
30/30/32",Φ600 R/B,CARBON,0,2764,23,35.41
2220,P8,2020-02-20,야간,200129-19168-007,"012,013,014,015,016,017,018,019,020,021,022,023,024","16,14",가열로14호기,4300.00 X 3970.00 X 107.00,S355NL,"1139*450*415
30/30/32",Φ600 R/B,CARBON,0,2764,23,43.27
2221,P8,2020-02-20,야간,200129-19168-008,"009,010,011,012","16,14",가열로14호기,4556.00 X 4000.00 X 110.00,S355NL,"1368*450*465
32/32/36",Φ800 R/B,CARBON,0,4775,4,74.76
2222,P8,2020-02-20,야간,200214-15883-001,001,"16,14",가열로14호기,4500.00 X 4160.00 X 140.00,S355NL,"1219*450*485
40/40/30",Φ800 R/B,CARBON,0,3812,1,59.68
2223,P8,2020-02-20,야간,200204-19411-014,"001,002,003,004","16,14",가열로16호기,6000.00 X 5500.00 X 122.00,S355NL,"1432*450*570
40/40/35",Φ800 R/B,CARBON,0,6456,4,82.71
2224,P15,2020-02-20,주간,190515-15111-001,1,"20,18,13",가열로20호기,"920.00 X 0.00 X 15345.00
",S45C,"투입완료 시방서 참고  오후작업 요청
2/19 주간조에서 옮길 것",,CARBON,1,62600,1,23.73
2225,P15,2020-02-20,주간,191126-99010-010,1,"20,18,13",가열로20호기,"3120SQ X 3870SQ X 470T
",A350LF2,투입완료  시방서 참고  1차작업,,CARBON,1,86615,1,32.83
2226,P15,2020-02-20,주간,191111-12005-003,1,"20,18,13",가열로13호기,"680.00 X 0.00 X 9265.00
",SF490VM1,투입완료 시방서 참고  첫작업 요청,13호기,CARBON,1,35500,1,53.43
2227,P15,2020-02-20,주간,191111-12005-003,2,"20,18,13",가열로13호기,"680.00 X 0.00 X 9265.00
",SF490VM1,투입완료 시방서 참고  첫작업 요청,13호기,CARBON,1,35500,1,53.43
2228,P15,2020-02-20,주간,191209-15135-003,1,"20,18,13",가열로18호기,"2591.00 X 2251.00 X 1775.00
",TW 4140,"코깅바 사용    1차작업  70/70/120
장입만 실시",,ALLOY,1,34300,1,75.81
2229,P15,2020-02-20,주간,191209-15135-004,1,"20,18,13",가열로18호기,"2591.00 X 2251.00 X 1448.00
",TW 4140,"코깅바 사용    1차작업  70/70/120
장입만 실시",,ALLOY,1,24780,1,54.77
2230,P15,2020-02-20,주간,191127-15042-007,1,"20,18,13",가열로18호기,"936.00 X 800.00 X 5320.00
",SA765GR4,"2,3차작업  100/740/150
자리 비워 둘 것",,CARBON,1,24000,1,53.04
2231,P15,2020-02-20,야간,190515-15111-001,2,"19,18,06",가열로19호기,"920.00 X 0.00 X 15345.00
",S45C,"투입완료 시방서 참고  첫작업 요청
2/19 야간조에서 옮길 것",17호기,CARBON,1,62600,1,65.1
2232,P15,2020-02-20,야간,200102-19157-003,1,"19,18,06",가열로19호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,"1차작업  70/70/150  코깅바 사용
절단완료  ",17호기,CARBON,1,36500,1,37.96
2233,P15,2020-02-20,야간,200102-19157-008,1,"19,18,06",가열로19호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,"1차작업  70/70/150  코깅바 사용
절단완료  ",17호기,CARBON,1,36500,1,37.96
2234,P15,2020-02-20,야간,191126-99010-010,1,"19,18,06",가열로18호기,"3120SQ X 3870SQ X 470T
",A350LF2,투입완료  시방서 참고  2차작업,,CARBON,1,86615,1,37.62
2235,P15,2020-02-20,야간,191209-15135-003,1,"19,18,06",가열로18호기,"2591.00 X 2251.00 X 1775.00
",TW 4140,"코깅바 사용    1차작업  70/70/120
투입완료  2/21 주간작업분",,ALLOY,1,34300,1,14.9
2236,P15,2020-02-20,야간,191209-15135-004,1,"19,18,06",가열로18호기,"2591.00 X 2251.00 X 1448.00
",TW 4140,"코깅바 사용    1차작업  70/70/120
투입완료  1차작업  높이 1550 확보",,ALLOY,1,24780,1,10.76
2237,P15,2020-02-20,야간,190820-19448-031,"1,2","19,18,06",가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,700T  단조비 충분히 줄 것 ,6호기,CARBON,2,16085,2,55.22
2238,P15,2020-02-20,야간,200204-19411-013,"1,2","19,18,06",가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,700T  단조비 충분히 줄 것 ,6호기,CARBON,2,16085,2,55.22
2239,P15,2020-02-20,야간,191205-19151-029,"5,6","19,18,06",가열로6호기,"1470.00 X 827.80 X 1382.95
",A350LF2,"2차작업(PUNCH 작업)
단조치수 : 1530 X 760 X 1925",6호기,CARBON,2,23470,2,80.57
2240,P5,2020-02-21,주간,200105-19180-358,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2241,P5,2020-02-21,주간,200105-19180-359,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2242,P5,2020-02-21,주간,200105-19180-360,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2243,P5,2020-02-21,주간,200105-19180-361,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2244,P5,2020-02-21,주간,200105-19180-362,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2245,P5,2020-02-21,주간,200105-19180-363,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2246,P5,2020-02-21,주간,200105-19180-364,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2247,P5,2020-02-21,주간,200105-19180-365,001,"03,05",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,93.75
2248,P5,2020-02-21,주간,"200115-15224-002
2/2차작업",001,"03,05",가열로5호기,"1030.00 X 0.00 X 7914.00
",TW SCM435,S/N:001 시방서참고 I/SHAFT,"2/20 P5주
1차작업분",ALLOY,1,20600,1,110.69
2249,P5,2020-02-21,주간,"200123-15224-002
2/2차작업",001,"03,05",가열로5호기,"1030.00 X 0.00 X 7914.00
",TW SCM435,S/N:001 시방서참고 I/SHAFT,"2/20 P5주
1차작업분",ALLOY,1,20600,1,110.69
2250,P5,2020-02-21,주간,가열로다이,001,"03,05",가열로5호기,"SQ(450 X 450 X 3000)
",C-STEEL,P5사용,"R/B 테일부
및 압탕",,1,5000,1,26.87
2251,P5,2020-02-21,야간,200105-19180-350,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
2252,P5,2020-02-21,야간,200105-19180-351,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
2253,P5,2020-02-21,야간,200105-19180-352,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
2254,P5,2020-02-21,야간,200105-19180-353,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
2255,P5,2020-02-21,야간,200105-19180-354,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
2256,P5,2020-02-21,야간,200105-19180-355,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
2257,P5,2020-02-21,야간,200105-19180-356,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
2258,P5,2020-02-21,야간,200105-19180-357,001,"02,04",가열로4호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/20 P5야
COGBAR",ALLOY,1,9554,1,63.79
