순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량
124,P5,2020-01-04,주간,200204-19180-366,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,79.85
125,P5,2020-01-04,주간,200204-19180-367,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,79.85
126,P5,2020-01-04,주간,200204-19180-368,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,79.85
127,P5,2020-01-04,주간,191217-14072-001,"001,002,003","02,05",가열로5호기,"4427.40 X 4108.10 X 344.20
",A266MGr2,30/30/25 S/N:001-003,"￠800R/B
히트확인",CARBON,3,0,3,0
128,P5,2020-01-04,주간,191217-19234-016,"001,002,003,004,005","02,05",가열로5호기,"4400.00 X 3600.00 X 150.00
",S355NL,"30/30/25 S/N:001-005
1669*500*480","R/BLOOM
￠800",CARBON,5,7960,5,257.33
129,P5,2020-01-04,야간,200204-19180-369,001,"01,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,23.65
130,P5,2020-01-04,야간,200204-19180-370,001,"01,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,23.65
131,P5,2020-01-04,야간,200204-19180-371,001,"01,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,23.65
132,P5,2020-01-04,야간,200204-19180-372,001,"01,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,23.65
133,P5,2020-01-04,야간,200204-19180-373,001,"01,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,23.65
134,P5,2020-01-04,야간,200204-19180-374,001,"01,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,23.65
135,P5,2020-01-04,야간,200204-19180-375,001,"01,03",가열로3호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,23.65
136,P5,2020-01-04,야간,191217-19234-016,"006,007","01,03",가열로1호기,"4400.00 X 3600.00 X 150.00
",S355NL,"30/30/25 S/N:006-007
1669*500*480","R/BLOOM
￠800",CARBON,2,7960,2,117.89
137,P5,2020-01-04,야간,191122-19234-050,"001,002,003","01,03",가열로1호기,"4250.00 X 3550.00 X 155.00
",S355NL,"25/25/20 S/N:001-003
1540*450*475","R/BLOOM
￠800",CARBON,3,6730,3,99.67
138,P5,2020-01-04,야간,가열로다이,"001,002","01,03",가열로1호기,"SQ(450 X 450 X 3000)
",C-STEEL,P5사용,"R/B 테일부
및 압탕",,2,5000,2,74.05
139,P8,2020-01-04,주간,191122-19234-022,001,"16,14",가열로14호기,3365.00 X 3035.00 X 95.00,S355NL,"1050*450*365
25/25/37(시)",Φ600 R/B,CARBON,0,1874,1,32.63
140,P8,2020-01-04,주간,191122-19234-022,"002,003,004,005,006,007,008","16,14",가열로14호기,3365.00 X 3035.00 X 95.00,S355NL,"1039*450*355
25/25/30",Φ600 R/B,CARBON,0,1874,7,32.63
141,P8,2020-01-04,주간,191122-19234-024,001,"16,14",가열로16호기,3669.00 X 3323.00 X 100.00,S355NL,"1086*450*395
25/25/37(시)",Φ600 R/B,CARBON,0,2219,1,42.55
142,P8,2020-01-04,주간,191122-19234-024,"002,003,004,005,006,007,008","16,14",가열로16호기,3669.00 X 3323.00 X 100.00,S355NL,"1069*450*390
25/25/30",Φ600 R/B,CARBON,0,2219,7,42.55
143,P8,2020-01-04,주간,191224-19226-009,"016,017,018,019,020","16,14",가열로16호기,3666.00 X 3296.00 X 95.00,S355NL,"1138*450*355
25/25/35",절단완료,CARBON,0,2343,5,44.93
144,P8,2020-01-04,주간,191122-19234-028,"001,002,003,004,005,006,007,008","16,14",가열로16호기,3929.00 X 3495.00 X 150.00,S355NL,"1279*450*450
30/30/25",SLAB,CARBON,0,3957,8,75.88
145,P8,2020-01-04,주간,191122-19234-029,"001,002,003,004,005,006,007,008","16,14",가열로14호기,3929.00 X 3495.00 X 150.00,S355NL,"1279*450*450
30/30/25",SLAB,CARBON,0,3957,8,68.9
146,P8,2020-01-04,주간,"191211-12500-003
REV.1 추가",001,"16,14",가열로14호기,3004.00 X 2906.00 X 219.00,TW S45SU,"1085*450*415
100/67/30",Φ800 R/B,CARBON,0,2312,1,40.26
147,P8,2020-01-04,주간,191218-19439-005,001,"16,14",가열로14호기,1130.30 X 722.31 X 827.09,TW F11,"1061*450*915
45/65/55",히트확인,ALLOY,0,5350,1,93.16
148,P8,2020-01-04,야간,191122-19234-023,"001,002,003,004,005,006,007,008","15,12",가열로12호기,3365.00 X 3035.00 X 95.00,S355NL,"1039*450*355
25/25/30",Φ600 R/B,CARBON,0,1874,8,39.66
149,P8,2020-01-04,야간,191122-19234-025,"001,002,003,004,005,006,007,008","15,12",가열로15호기,3669.00 X 3323.00 X 100.00,S355NL,"1069*450*390
25/25/30",Φ600 R/B,CARBON,0,2219,8,26.53
150,P8,2020-01-04,야간,191122-19234-026,"001,002,003,004,005,006,007,008","15,12",가열로15호기,3677.00 X 3233.00 X 160.00,S355NL,"1290*450*435
20/20/20",SLAB,CARBON,0,3893,8,46.54
151,P8,2020-01-04,야간,191122-19234-027,"001,002,003,004,005,006,007,008","15,12",가열로12호기,3677.00 X 3233.00 X 160.00,S355NL,"1290*450*435
20/20/20",SLAB,CARBON,0,3893,8,82.39
152,P8,2020-01-04,야간,191216-19168-005,"001,002,003,004","15,12",가열로12호기,3085.00 X 2800.00 X 262.00,S355NL,"1197*450*455
23/23/23",Φ600 R/B,CARBON,0,3423,4,72.44
153,P8,2020-01-04,야간,191218-19439-003,001,"15,12",가열로15호기,1651.00 X 1279.53 X 288.93,TW F11,"1141*450*375
20/40/30",히트확인,ALLOY,0,2469,1,29.51
154,P8,2020-01-04,야간,191218-19439-005,002,"15,12",가열로15호기,1130.30 X 722.31 X 827.09,TW F11,"1061*450*915
45/65/55",히트확인,ALLOY,0,5350,1,63.95
155,P8,2020-01-04,야간,191203-15226-011,001,"15,12",가열로15호기,1905.00 X 1440.00 X 385.00,TW 350LF2,"1300*450*480
25/25/25",히트확인,CARBON,0,4355,1,52.06
156,P8,2020-01-04,야간,191203-15226-012,001,"15,12",가열로15호기,1905.00 X 1440.00 X 385.00,TW 350LF2,"1300*450*480
25/25/25",히트확인,CARBON,0,4355,1,52.06
157,P8,2020-01-04,야간,191203-15226-021,001,"15,12",가열로15호기,1905.00 X 1440.00 X 385.00,TW 350LF2,"1300*450*480
25/25/25",히트확인,CARBON,0,4355,1,52.06
158,P8,2020-01-04,야간,191203-15226-022,001,"15,12",가열로15호기,1905.00 X 1440.00 X 385.00,TW 350LF2,"1300*450*480
25/25/25",히트확인,CARBON,0,4355,1,52.06
159,P15,2020-01-04,주간,190905-19234-042,"1,2","20,19,17,13",가열로19호기,"6522.00 X 5342.00 X 201.00
",S355Mn,2차작업,,CARBON,2,25950,2,31.73
160,P15,2020-01-04,주간,191209-19151-007,1,"20,19,17,13",가열로19호기,"1645.00 X 1503.00 X 2020.00
",F22,3차작업(마무리)  60/60/130,,ALLOY,1,14250,1,17.42
161,P15,2020-01-04,주간,191209-19151-008,1,"20,19,17,13",가열로19호기,"1645.00 X 1503.00 X 2020.00
",F22,3차작업(마무리)  60/60/130,,ALLOY,1,14250,1,17.42
162,P15,2020-01-04,주간,191016-19175-001,1,"20,19,17,13",가열로13호기,"2844.80 X 0.00 X 2070.10
",SNCM431M1,"코깅바 사용  1차작업  장입만 실시
눕혀서 투입",13호기,,1,130000,1,102.16
163,P15,2020-01-04,주간,191209-15224-002,1,"20,19,17,13",가열로13호기,"1400.00 X 0.00 X 10390.00
",SCM440,"1/3 13~14시 입고 예정(열괴)  1차작업
 시방서 참고
마지막 작업 ",13호기,ALLOY,1,44600,1,35.05
164,P15,2020-01-04,주간,191209-15224-007,1,"20,19,17,13",가열로13호기,"1400.00 X 0.00 X 10390.00
",SCM440,"1/3 13~14시 입고 예정(열괴)  1차작업
 시방서 참고
마지막 작업 ",13호기,ALLOY,1,44600,1,35.05
165,P15,2020-01-04,주간,191205-19925-001,1,"20,19,17,13",가열로13호기,"4371.00 X 3920.00 X 625.00
",SCM440,1/4 08~10시 입고 예정  COG,13호기,ALLOY,1,25350,1,19.92
166,P15,2020-01-04,주간,"190411-19581-008
R/TRUNK",1,"20,19,17,13",가열로17호기,"1500.00 X 830.00 X 4400.00
",TWS355,코깅바 사용  시방서 참고  1차작업,,CARBON,1,27000,1,141.01
167,P15,2020-01-04,주간,191225-19090-003,"4,5,6","20,19,17,13",가열로20호기,"5371.00 X 4510.00 X 194.00
",TWS355,700T  단조비 충분히 줄 것,,CARBON,3,14150,3,47.95
168,P15,2020-01-04,주간,191225-19090-004,1,"20,19,17,13",가열로20호기,"5371.00 X 4510.00 X 194.00
",TWS355,700T  단조비 충분히 줄 것,,CARBON,1,14150,1,47.95
169,P15,2020-01-04,주간,190905-19234-048,"1,2","20,19,17,13",가열로20호기,"6522.00 X 5342.00 X 201.00
",S355Mn,700T  1차작업,,CARBON,2,25950,2,87.93
170,P15,2020-01-04,주간,191210-19004-003,1,"20,19,17,13",가열로20호기,"2650.00 X 1580.00 X 410.00
",A350LF2,700T  잔재사용  H/R,,CARBON,2,13800,1,46.76
171,P15,2020-01-04,주간,191217-19234-024,"4,5,6","20,19,17,13",가열로17호기,"4400.00 X 3600.00 X 150.00
",S355NL,800 R/BLOOM   1/4 야간작업분,,CARBON,3,7845,3,40.97
172,P15,2020-01-04,주간,191218-15200-006,1,"20,19,17,13",가열로17호기,"2173.00 X 0.00 X 305.00
",F11,2차작업,,ALLOY,1,10980,1,57.35
173,P15,2020-01-04,주간,191218-15200-007,1,"20,19,17,13",가열로17호기,"2173.00 X 0.00 X 305.00
",F11,2차작업,,ALLOY,1,10980,1,57.35
174,P15,2020-01-04,야간,191217-19234-024,"4,5,6","13,17,18",가열로17호기,"4400.00 X 3600.00 X 150.00
",S355NL,"800 R/BLOOM   1/4 야간작업분
투입완료",,CARBON,3,7845,3,28.14
175,P15,2020-01-04,야간,"190411-19581-008
R/TRUNK",1,"13,17,18",가열로17호기,"1500.00 X 830.00 X 4400.00
",TWS355,"2,3차작업 자리 비워 둘 것",,CARBON,1,27000,1,96.86
176,P15,2020-01-04,야간,190905-19234-038,1,"13,17,18",가열로18호기,"6000.00 X 5362.00 X 241.00
 ",S355Mn,1000 R/BLOOM  ,,CARBON,1,15550,1,41.22
177,P15,2020-01-04,야간,190905-19234-038,2,"13,17,18",가열로18호기,"6000.00 X 5362.00 X 241.00
 ",S355Mn,1000 R/BLOOM,,CARBON,1,14525,1,38.5
178,P15,2020-01-04,야간,191218-19054-002,"1,2,3,4","13,17,18",가열로18호기,"4804.00 X 3684.00 X 270.00
",TWS355,1000 R/BLOOM,,CARBON,4,19615,4,51.99
179,P15,2020-01-04,야간,190905-19234-055,"1,2","13,17,18",가열로18호기,"4185.00 X 3778.00 X 601.00
",S355Mn,700T  단조비 충분히 줄 것,,CARBON,2,16085,2,42.64
180,P15,2020-01-04,야간,190905-19234-039,"1,2","13,17,18",가열로18호기,"6000.00 X 5362.00 X 241.00
 ",S355Mn,1000 R/BLOOM  눕혀서 투입,,CARBON,2,14525,2,38.5
181,P15,2020-01-04,야간,190905-19234-042,"1,2","13,17,18",가열로13호기,"6522.00 X 5342.00 X 201.00
",S355Mn,링밀작업,13호기,CARBON,2,25950,2,-
182,P15,2020-01-05,주간,191016-19175-001,1,,가열로15호기,"2844.80 X 0.00 X 2070.10
",SNCM431M1,"코깅바 사용  1차작업  장입만 실시
눕혀서 투입",13호기,,1,130000,1,-
183,P15,2020-01-05,주간,191209-15224-002,1,,가열로15호기,"1400.00 X 0.00 X 10390.00
",SCM440,"1/3 13~14시 입고 예정(열괴)  1차작업
 시방서 참고
마지막 작업 ",13호기,ALLOY,1,44600,1,-
184,P15,2020-01-05,주간,191209-15224-007,1,,가열로16호기,"1400.00 X 0.00 X 10390.00
",SCM440,"1/3 13~14시 입고 예정(열괴)  1차작업
 시방서 참고
마지막 작업 ",13호기,ALLOY,1,44600,1,-
185,P15,2020-01-05,주간,191205-19925-001,1,,가열로16호기,"4371.00 X 3920.00 X 625.00
",SCM440,1/4 08~10시 입고 예정  COG,13호기,ALLOY,1,25350,1,-
186,P5,2020-01-06,주간,200204-19180-376,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","<P15장입>
20호기",ALLOY,1,14850,1,71.83
187,P5,2020-01-06,주간,200204-19180-377,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","<P15장입>
20호기",ALLOY,1,14850,1,71.83
188,P5,2020-01-06,주간,200204-19180-378,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","<P15장입>
20호기",ALLOY,1,14850,1,71.83
189,P5,2020-01-06,주간,200204-19180-379,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","<P15장입>
20호기",ALLOY,1,14850,1,71.83
190,P5,2020-01-06,주간,200204-19180-380,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.83
191,P5,2020-01-06,주간,200204-19180-381,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.83
192,P5,2020-01-06,주간,200204-19180-369,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5야
COGBAR",ALLOY,1,13480,1,72.1
193,P5,2020-01-06,주간,200204-19180-370,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5야
COGBAR",ALLOY,1,13480,1,72.1
194,P5,2020-01-06,주간,200204-19180-371,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5야
COGBAR",ALLOY,1,13480,1,72.1
195,P5,2020-01-06,주간,200204-19180-372,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5야
COGBAR",ALLOY,1,13480,1,72.1
196,P5,2020-01-06,주간,200204-19180-373,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5야
COGBAR",ALLOY,1,13480,1,72.1
197,P5,2020-01-06,주간,200204-19180-374,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5야
COGBAR",ALLOY,1,13480,1,72.1
198,P5,2020-01-06,주간,200204-19180-375,001,"02,03",가열로3호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5야
COGBAR",ALLOY,1,13480,1,72.1
199,P5,2020-01-06,주간,가열로다이,001,"02,03",가열로3호기,"SQ(450 X 450 X 3000)
",C-STEEL,P5사용,"R/B 테일부
및 압탕",,1,5000,1,26.74
200,P5,2020-01-06,야간,200204-19180-382,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,20.12
201,P5,2020-01-06,야간,200204-19180-383,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,20.12
202,P5,2020-01-06,야간,200204-19180-384,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,20.12
203,P5,2020-01-06,야간,200204-19180-385,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,20.12
204,P5,2020-01-06,야간,200204-19180-386,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,20.12
205,P5,2020-01-06,야간,200204-19180-387,001,"02,05",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,20.12
206,P5,2020-01-06,야간,200204-19180-362,001,"02,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5주
COGBAR",ALLOY,1,13480,1,87.26
207,P5,2020-01-06,야간,200204-19180-363,001,"02,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5주
COGBAR",ALLOY,1,13480,1,87.26
208,P5,2020-01-06,야간,200204-19180-364,001,"02,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5주
COGBAR",ALLOY,1,13480,1,87.26
209,P5,2020-01-06,야간,200204-19180-365,001,"02,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5주
COGBAR",ALLOY,1,13480,1,87.26
210,P5,2020-01-06,야간,200204-19180-366,001,"02,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5주
COGBAR",ALLOY,1,13480,1,87.26
211,P5,2020-01-06,야간,200204-19180-367,001,"02,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5주
COGBAR",ALLOY,1,13480,1,87.26
212,P5,2020-01-06,야간,200204-19180-368,001,"02,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","1/4 P5주
COGBAR",ALLOY,1,13480,1,87.26
213,P5,2020-01-06,야간,가열로다이,001,"02,05",가열로2호기,"SQ(450 X 450 X 3000)
",C-STEEL,P5사용,"R/B 테일부
및 압탕",,1,5000,1,6.78
214,P8,2020-01-06,주간,191216-19168-005,"005,006,007,008","15,08",가열로8호기,3085.00 X 2800.00 X 262.00,S355NL,"1197*450*455
23/23/23","328T
SLAB",CARBON,0,3423,4,94.09
215,P8,2020-01-06,주간,191216-19168-006,001,"15,08",가열로15호기,3400.00 X 3120.00 X 107.00,S355NL,"1053*450*350
25/25/37(시)",Φ600 R/B,CARBON,0,1817,1,130.14
216,P8,2020-01-06,주간,191216-19168-006,"002,003,004,005,006,007,008,009,010,011,012","15,08",가열로15호기,3400.00 X 3120.00 X 107.00,S355NL,"1039*450*345
25/25/30",Φ600 R/B,CARBON,0,1817,11,130.14
217,P8,2020-01-06,주간,191216-19168-007,001,"15,08",가열로8호기,4300.00 X 3970.00 X 107.00,S355NL,"1150*450*420
30/30/37(시)","절단완료
Φ600 R/B",CARBON,0,2764,1,75.97
218,P8,2020-01-06,주간,191216-19168-007,"002,003,004,005,006,007,008,009,010,011,012","15,08",가열로8호기,4300.00 X 3970.00 X 107.00,S355NL,"1139*450*415
30/30/32",Φ600 R/B,CARBON,0,2764,11,75.97
219,P8,2020-01-06,주간,191107-15055-001,001,"15,08",가열로15호기,2240.00 X 2000.00 X 250.00,TW F304L,"1094*450*370
30/30/30","톱절단
Φ600 R/B",,0,2218,1,158.86
220,P8,2020-01-06,주간,191107-15055-002,001,"15,08",가열로15호기,2240.00 X 2000.00 X 250.00,TW F304L,"1094*450*370
30/30/30","톱절단
Φ600 R/B",,0,2218,1,158.86
221,P8,2020-01-06,주간,191206-19968-012,001,"15,08",가열로15호기,1030.00 X 755.00 X 640.00,TW F11,"918*450*720
35/60/50",히트확인,ALLOY,0,2770,1,198.39
222,P8,2020-01-06,주간,191206-19968-015,001,"15,08",가열로15호기,1888.00 X 1465.00 X 360.00,TW F11,"1273*450*445
25/35/25",히트확인,ALLOY,0,3833,1,274.53
223,P8,2020-01-06,주간,190917-15129-052,001,"15,08",가열로15호기,3141.97.00 X 2975.00 X 340.00,TW SNCM439,"1176*450*515
30/62/40","열처리예열
COG BAR",ALLOY,0,3370,1,241.37
224,P8,2020-01-06,주간,190917-15129-054,001,"15,08",가열로15호기,3141.97.00 X 2975.00 X 340.00,TW SNCM439,"1187*450*550
30/62/75","열처리예열
COG BAR",ALLOY,0,3370,1,241.37
225,P8,2020-01-06,야간,191216-19168-005,"009,010,011,012","16,14",가열로16호기,3085.00 X 2800.00 X 262.00,S355NL,"1197*450*455
23/23/23","328T
SLAB",CARBON,0,3423,4,76.12
226,P8,2020-01-06,야간,191216-19168-006,"013,014,015,016,017,018,019,020,021,022,023,024","16,14",가열로14호기,3400.00 X 3120.00 X 107.00,S355NL,"1039*450*345
25/25/30",Φ600 R/B,CARBON,0,1817,12,52.36
227,P8,2020-01-06,야간,191216-19168-007,"013,014,015,016,017,018,019,020,021,022,023,024","16,14",가열로16호기,4300.00 X 3970.00 X 107.00,S355NL,"1139*450*415
30/30/32",Φ600 R/B,CARBON,0,2764,12,61.46
228,P8,2020-01-06,야간,191216-19168-008,"008,009,010,011,012","16,14",가열로14호기,4556.00 X 4000.00 X 110.00,S355NL,"1368*450*465
32/32/36","328T
SLAB",CARBON,0,4775,5,137.6
229,P8,2020-01-06,야간,191009-01502-080,"001,002","16,14",가열로14호기,SQ1080.00 X 660.00 X 360.00,TW S355,"SQ1230 X 720 X 410
150/60/50","SLAB
절단완료",CARBON,0,2850,2,82.13
230,P8,2020-01-06,야간,191206-19968-012,002,"16,14",가열로14호기,1030.00 X 755.00 X 640.00,TW F11,"918*450*720
35/60/50",히트확인,ALLOY,0,2770,1,79.82
231,P8,2020-01-06,야간,191206-19968-015,002,"16,14",가열로14호기,1888.00 X 1465.00 X 360.00,TW F11,"1273*450*445
25/35/25",히트확인,ALLOY,0,3833,1,110.46
232,P8,2020-01-06,야간,191203-15226-001,001,"16,14",가열로16호기,1740.00 X 1180.00 X 385.00,TW 350LF2,"1345*450*460
25/25/25","R/BLOOM
절단완료",CARBON,0,4503,1,100.13
233,P8,2020-01-06,야간,191203-15226-002,001,"16,14",가열로16호기,1740.00 X 1180.00 X 385.00,TW 350LF2,"1345*450*460
25/25/25","R/BLOOM
절단완료",CARBON,0,4503,1,100.13
234,P8,2020-01-06,야간,191213-19415-003,001,"16,14",가열로14호기,2971.80 X 2822.58 X 95.25,TW F304L,"955*450*325
60/80/35","톱절단
Φ600 R/B",SUS 304,0,1355,1,39.05
235,P8,2020-01-06,야간,191213-19415-004,001,"16,14",가열로14호기,2971.80 X 2822.58 X 139.70,TW F304L,"1013*450*370
60/80/35","톱절단
Φ600 R/B",SUS 304,0,1817,1,52.36
236,P15,2020-01-06,주간,191216-13530-003,1,"20,19,17,13",가열로19호기,"8364SQ X 1040SQ X 139.7T 
",15Mo3,"1/4 18~21시 입고예정  1차작업 
시방서 참고",,ALLOY,1,24350,1,54.25
