순번,프레스명,작업일자,주/야간,가열로명,소재개수,중량(kg),최대중량(kg),최소홀딩시간,최대홀딩시간,시작온도,가열시작일시,가열종료일시,종료온도,소요시간(분),총가스사용량,단위가스사용량(사용량/중량)
440,링밀(R/M 9500),2020-03-31,주간,가열로10호기,18,76380,5830,4,10,-,2020-03-30 00:00,2020-04-01 00:00,-,2880,-,0
441,링밀(R/M 9500),2020-03-31,주간,가열로11호기,18,55360,3760,4,10,-,2020-03-30 00:00,2020-04-01 00:00,-,2880,-,0
442,프레스(P8000),2020-03-31,주간,가열로12호기,24,53233,3600,7.5,7.5,-,2020-03-30 15:31,2020-03-31 11:12,-,1181,2455.2,46.1
443,프레스(P15000),2020-03-31,야간,가열로13호기,2,51900,25950,8,8,-,2020-03-31 13:37,2020-03-31 23:30,-,593,3794,73.1
444,프레스(P8000),2020-03-31,야간,가열로14호기,20,77704,4567,7.5,7.5,-,2020-03-31 06:48,2020-04-01 06:16,-,1408,3494.9,45
445,프레스(P8000),2020-03-31,주간,가열로15호기,22,92941,4953,7.5,7.5,-,2020-03-30 20:06,2020-03-31 19:25,-,1399,3853.7,41.5
446,프레스(P8000),2020-03-31,야간,가열로16호기,18,74654,4396,7.5,7.5,-,2020-03-30 22:48,2020-03-31 23:07,-,1459,3991.5,53.5
447,프레스(P15000),2020-03-31,야간,가열로17호기,6,175860,59100,15,15,-,2020-03-31 06:08,2020-04-01 05:59,-,1431,6637.4,37.7
448,프레스(P15000),2020-03-31,주간,가열로19호기,7,166800,43500,15,15,-,2020-03-30 18:31,2020-03-31 16:05,-,1294,6126.9,36.7
449,프레스(P15000),2020-03-31,주간,가열로20호기,4,92490,27500,12,12,-,2020-03-30 16:40,2020-03-31 18:20,-,1540,7122.6,77
450,프레스(P5000),2020-04-01,야간,가열로1호기,2,19430,10300,12,12,-,2020-04-01 08:56,2020-04-02 06:40,-,1304,2138.5,110.1
451,프레스(P5000),2020-04-01,야간,가열로2호기,8,118300,15100,12,12,-,2020-04-01 02:52,2020-04-02 01:10,-,1338,4588.1,38.8
452,프레스(P5000),2020-04-01,주간,가열로3호기,7,94360,13480,12,13,-,2020-03-31 14:16,2020-04-01 11:05,-,1249,5442,57.7
453,프레스(P5000),2020-04-01,주간,가열로4호기,3,59560,22930,12,13,-,2020-03-31 19:27,2020-04-01 18:13,-,1366,3948.5,66.3
454,프레스(P5000),2020-04-01,야간,가열로5호기,7,94360,13480,12,12,-,2020-03-30 11:00,2020-04-02 04:05,-,3905,10214.9,108.3
455,프레스(P15000),2020-04-01,야간,가열로6호기,6,76605,25950,12,13,-,2020-04-01 02:21,2020-04-01 21:42,-,1161,7036.3,91.9
456,프레스(P15000),2020-04-01,주간,가열로7호기,1,30480,30480,10,10,-,2020-03-31 15:24,2020-04-01 16:33,-,1509,3636.9,119.3
457,링밀(R/M 9500),2020-04-01,야간,가열로8호기,14,60760,4850,4,10,-,2020-03-30 08:50,2020-04-01 22:11,-,3681,6176.4,101.7
458,링밀(R/M 9500),2020-04-01,주간,가열로9호기,15,59770,4670,4,10,-,2020-03-31 00:00,2020-04-02 00:00,-,2880,-,0
459,링밀(R/M 9500),2020-04-01,야간,가열로9호기,10,52600,5260,4,10,-,2020-03-31 00:00,2020-04-02 00:00,-,2880,-,0
460,링밀(R/M 9500),2020-04-01,주간,가열로10호기,2,39230,19615,4,10,-,2020-03-31 00:00,2020-04-02 00:00,-,2880,-,0
461,링밀(R/M 9500),2020-04-01,야간,가열로10호기,4,57005,19615,4,10,-,2020-03-31 00:00,2020-04-02 00:00,-,2880,-,0
462,링밀(R/M 9500),2020-04-01,주간,가열로11호기,4,59075,15500,4,10,-,2020-03-31 00:00,2020-04-02 00:00,-,2880,-,0
463,링밀(R/M 9500),2020-04-01,야간,가열로11호기,15,58710,5470,4,10,-,2020-03-31 00:00,2020-04-02 00:00,-,2880,-,0
464,프레스(P8000),2020-04-01,주간,가열로12호기,23,51166,2946,7.5,7.5,-,2020-03-31 11:37,2020-04-01 13:41,-,1564,2999.6,58.6
465,프레스(P15000),2020-04-01,주간,가열로13호기,9,108009,25950,6,6,-,2020-04-01 05:41,2020-04-01 16:23,-,642,4902.3,45.4
466,링밀(R/M 9500),2020-04-01,주간,가열로13호기,6,73060,25950,4,10,-,2020-04-01 05:41,2020-04-01 16:23,-,642,4902.3,67.1
467,프레스(P15000),2020-04-01,야간,가열로13호기,1,30480,30480,6,6,-,2020-04-01 16:23,2020-04-02 06:34,-,851,3837.8,125.9
468,링밀(R/M 9500),2020-04-01,야간,가열로13호기,1,30480,30480,4,10,-,2020-04-01 16:23,2020-04-02 06:34,-,851,3837.8,125.9
469,프레스(P8000),2020-04-01,야간,가열로14호기,22,67663,4199,7.5,7.5,-,2020-04-01 06:36,2020-04-02 07:00,-,1464,3258.9,48.2
470,프레스(P8000),2020-04-01,주간,가열로15호기,22,101399,5119,7.5,7.5,-,2020-03-31 20:02,2020-04-01 19:37,-,1415,3938.5,38.8
471,프레스(P8000),2020-04-01,야간,가열로16호기,20,79430,4953,7.5,7.5,-,2020-03-31 23:31,2020-04-01 23:27,-,1436,3972.7,50
472,프레스(P15000),2020-04-01,야간,가열로17호기,7,149425,61600,12,13,-,2020-04-01 06:10,2020-04-02 05:12,-,1382,5806.1,38.9
473,프레스(P15000),2020-04-01,주간,가열로19호기,4,152065,59100,12,12,-,2020-03-31 16:16,2020-04-01 18:28,-,1572,5740.7,37.8
474,프레스(P15000),2020-04-01,주간,가열로20호기,8,151530,33000,12,12,-,2020-03-31 18:37,2020-04-01 16:31,-,1314,6929.7,45.7
475,프레스(P5000),2020-04-02,야간,가열로2호기,8,133430,20100,12,13,-,2020-04-02 03:10,2020-04-04 05:49,-,3039,10042.1,75.3
476,프레스(P5000),2020-04-02,주간,가열로3호기,6,108350,19850,12,13,-,2020-04-01 14:24,2020-04-02 13:06,-,1362,6158.4,56.8
477,프레스(P5000),2020-04-02,주간,가열로4호기,8,71830,11000,12,13,-,2020-04-01 19:45,2020-04-02 18:02,-,1337,5160.8,71.8
478,프레스(P5000),2020-04-02,야간,가열로5호기,11,86380,8070,12,13,-,2020-04-02 06:45,2020-04-03 04:20,-,1295,6412.1,74.2
479,프레스(P15000),2020-04-02,야간,가열로6호기,4,41200,10300,12,12,-,2020-04-02 13:52,2020-04-02 22:30,-,518,401.5,9.7
480,프레스(P15000),2020-04-02,주간,가열로7호기,3,38050,19100,12,12,-,2020-04-01 19:43,2020-04-02 10:03,-,860,1179.8,31
481,링밀(R/M 9500),2020-04-02,야간,가열로7호기,5,56130,19100,4,10,-,2020-04-02 11:14,2020-04-03 05:09,-,1075,1953.3,34.8
482,링밀(R/M 9500),2020-04-02,주간,가열로8호기,7,65156,9896,4,10,-,2020-04-01 22:15,2020-04-02 02:04,-,229,883.9,13.6
483,링밀(R/M 9500),2020-04-02,야간,가열로8호기,10,57060,9475,4,10,-,2020-04-02 02:15,2020-04-02 17:17,-,902,1222.4,21.4
484,링밀(R/M 9500),2020-04-02,주간,가열로9호기,8,31920,6690,4,10,-,2020-04-01 00:00,2020-04-03 00:00,-,2880,-,0
485,링밀(R/M 9500),2020-04-02,주간,가열로10호기,18,56550,4470,4,10,-,2020-04-01 00:00,2020-04-03 00:00,-,2880,-,0
486,링밀(R/M 9500),2020-04-02,주간,가열로11호기,18,69600,5260,4,10,-,2020-04-01 00:00,2020-04-03 00:00,-,2880,-,0
487,링밀(R/M 9500),2020-04-02,야간,가열로11호기,21,96650,5070,4,10,-,2020-04-01 00:00,2020-04-03 00:00,-,2880,-,0
488,프레스(P8000),2020-04-02,주간,가열로12호기,26,76295,4534,7.5,7.5,-,2020-04-01 13:41,2020-04-02 13:41,-,1440,2937.8,38.5
489,프레스(P15000),2020-04-02,야간,가열로13호기,1,25950,25950,8,8,-,2020-04-02 20:13,2020-04-03 05:36,-,563,3747.3,144.4
490,프레스(P8000),2020-04-02,야간,가열로14호기,20,82508,4953,7.5,7.5,-,2020-04-02 07:17,2020-04-03 06:25,-,1388,3372.6,40.9
491,프레스(P8000),2020-04-02,주간,가열로15호기,17,83479,4775,7.5,7.5,-,2020-04-01 19:52,2020-04-02 19:27,-,1415,3586.8,43
492,프레스(P8000),2020-04-02,야간,가열로16호기,21,68423,4953,7.5,7.5,-,2020-04-01 23:46,2020-04-02 23:16,-,1410,3729,54.5
493,프레스(P15000),2020-04-02,주간,가열로19호기,5,189990,55100,12,12,-,2020-04-01 19:11,2020-04-02 13:20,-,1089,5631.3,29.6
494,프레스(P15000),2020-04-02,야간,가열로19호기,3,149800,55100,22,22,-,2020-04-02 13:20,2020-04-03 03:05,-,825,2296.4,15.3
495,프레스(P15000),2020-04-02,주간,가열로20호기,3,180800,61600,12,12,-,2020-04-01 16:39,2020-04-02 15:41,-,1382,6828.3,37.8
496,프레스(P5000),2020-04-03,주간,가열로3호기,8,84240,10530,12,13,-,2020-04-02 13:45,2020-04-03 19:34,-,1789,8094.6,96.1
497,프레스(P5000),2020-04-03,주간,가열로4호기,4,53440,16000,12,13,-,2020-04-02 19:22,2020-04-03 13:58,-,1116,3293.3,61.6
498,프레스(P5000),2020-04-03,야간,가열로5호기,9,81460,9970,12,13,-,2020-04-03 05:09,2020-04-04 02:04,-,1255,5949,73
499,프레스(P15000),2020-04-03,야간,가열로6호기,3,45450,15150,12,12,-,2020-04-02 22:48,2020-04-04 06:06,-,1878,10105.4,222.3
500,링밀(R/M 9500),2020-04-03,주간,가열로8호기,10,50700,5070,4,10,-,2020-04-02 17:33,2020-04-03 05:20,-,707,1096.1,21.6
501,링밀(R/M 9500),2020-04-03,야간,가열로8호기,13,47870,5950,4,10,-,2020-04-03 05:24,2020-04-03 19:02,-,818,1267.4,26.5
502,링밀(R/M 9500),2020-04-03,주간,가열로9호기,10,80700,8070,4,10,-,2020-04-02 00:00,2020-04-04 00:00,-,2880,-,0
503,링밀(R/M 9500),2020-04-03,야간,가열로10호기,17,49480,3890,4,10,-,2020-04-02 00:00,2020-04-04 00:00,-,2880,-,0
504,링밀(R/M 9500),2020-04-03,주간,가열로11호기,13,36900,5070,4,10,-,2020-04-02 00:00,2020-04-04 00:00,-,2880,-,0
505,링밀(R/M 9500),2020-04-03,야간,가열로11호기,5,50530,13500,4,10,-,2020-04-02 00:00,2020-04-04 00:00,-,2880,-,0
506,프레스(P8000),2020-04-03,주간,가열로12호기,26,58050,2458,7.5,7.5,-,2020-04-02 14:06,2020-04-03 13:07,-,1381,2730.8,47
507,프레스(P15000),2020-04-03,주간,가열로13호기,1,25950,25950,6,6,-,2020-04-03 05:36,2020-04-03 15:15,-,579,2694.1,103.8
508,링밀(R/M 9500),2020-04-03,주간,가열로13호기,1,25950,25950,4,10,-,2020-04-03 02:36,2020-04-03 15:15,-,759,3738.6,144.1
509,프레스(P8000),2020-04-03,야간,가열로14호기,23,75950,4775,7.5,7.5,-,2020-04-03 06:44,2020-04-04 06:24,-,1420,3373.7,44.4
510,프레스(P8000),2020-04-03,주간,가열로15호기,24,80989,5702,7.5,7.5,-,2020-04-02 19:47,2020-04-03 18:40,-,1373,3435.5,42.4
511,프레스(P8000),2020-04-03,야간,가열로16호기,18,65781,4775,7.5,7.5,-,2020-04-02 23:31,2020-04-03 22:58,-,1407,3816.7,58
512,프레스(P15000),2020-04-03,주간,가열로17호기,4,139900,36100,20,20,-,2020-04-02 05:15,2020-04-03 14:58,-,2023,9854.9,70.4
513,프레스(P15000),2020-04-03,야간,가열로17호기,4,124100,36100,20,20,-,2020-04-03 15:03,2020-04-04 01:41,-,638,2107.2,17
514,프레스(P15000),2020-04-03,주간,가열로20호기,5,140600,61600,24,24,-,2020-04-02 15:41,2020-04-03 18:28,-,1607,2990.6,21.3
515,프레스(P5000),2020-04-04,야간,가열로2호기,10,78450,14100,12,13,-,2020-04-04 06:20,2020-04-05 06:07,-,1427,5196.5,66.2
516,프레스(P5000),2020-04-04,주간,가열로3호기,8,76432,9554,12,13,-,2020-04-03 19:51,2020-04-04 15:52,-,1201,4900.7,64.1
517,프레스(P5000),2020-04-04,주간,가열로4호기,7,48900,9970,12,13,-,2020-04-03 16:13,2020-04-04 13:05,-,1252,4345.6,88.9
518,프레스(P5000),2020-04-04,야간,가열로5호기,10,76910,9840,12,13,-,2020-04-04 02:52,2020-04-04 23:59,-,1267,5923.1,77
519,프레스(P15000),2020-04-04,주간,가열로6호기,1,37000,37000,12,12,-,2020-04-04 06:06,2020-04-04 13:00,-,414,0,0
520,링밀(R/M 9500),2020-04-04,주간,가열로7호기,1,13600,13600,4,10,-,2020-04-03 05:18,2020-04-03 05:45,-,27,130.4,9.6
521,링밀(R/M 9500),2020-04-04,주간,가열로8호기,15,52080,5070,4,10,-,2020-04-03 19:18,2020-04-04 01:00,-,342,517,9.9
522,링밀(R/M 9500),2020-04-04,야간,가열로8호기,4,37030,9970,4,10,-,2020-04-04 01:13,2020-04-04 23:49,-,1356,1978.5,53.4
523,링밀(R/M 9500),2020-04-04,주간,가열로10호기,22,78260,5070,4,10,-,2020-04-03 00:00,2020-04-05 00:00,-,2880,-,0
524,링밀(R/M 9500),2020-04-04,야간,가열로10호기,21,70480,5550,4,10,-,2020-04-03 00:00,2020-04-05 00:00,-,2880,-,0
525,링밀(R/M 9500),2020-04-04,야간,가열로11호기,20,95110,25950,4,10,-,2020-04-03 00:00,2020-04-05 00:00,-,2880,-,0
526,프레스(P8000),2020-04-04,주간,가열로12호기,20,66728,5232,7.5,7.5,-,2020-04-03 13:34,2020-04-04 11:45,-,1331,2883.9,43.2
527,프레스(P15000),2020-04-04,주간,가열로13호기,2,51900,25950,8,8,-,2020-04-03 22:53,2020-04-04 15:18,-,985,5374.2,103.5
528,프레스(P15000),2020-04-04,야간,가열로13호기,2,51900,25950,6,6,-,2020-04-04 15:18,2020-04-05 05:40,-,862,3816.6,73.5
529,링밀(R/M 9500),2020-04-04,야간,가열로13호기,4,34860,25950,4,10,-,2020-04-04 15:18,2020-04-05 05:40,-,862,3816.6,109.5
530,프레스(P8000),2020-04-04,야간,가열로14호기,20,79006,5471,7.5,7.5,-,2020-04-04 07:00,2020-04-05 06:44,-,1424,3507.5,44.4
531,프레스(P8000),2020-04-04,주간,가열로15호기,19,53272,3525,7.5,7.5,-,2020-04-03 19:23,2020-04-04 16:41,-,1278,2937.1,55.1
532,프레스(P8000),2020-04-04,야간,가열로16호기,25,66966,5471,7.5,7.5,-,2020-04-03 23:22,2020-04-04 23:13,-,1431,3647.2,54.5
533,프레스(P15000),2020-04-04,야간,가열로17호기,7,127420,33000,12,12,-,2020-04-04 01:56,2020-04-05 06:19,-,1703,8437.6,66.2
534,프레스(P15000),2020-04-04,주간,가열로19호기,4,166900,45100,22,22,-,2020-04-03 03:48,2020-04-04 13:04,-,1996,7426.9,44.5
535,프레스(P15000),2020-04-04,주간,가열로20호기,6,119070,33850,12,12,-,2020-04-03 18:38,2020-04-04 08:16,-,818,2951.5,24.8
536,프레스(P15000),2020-04-04,야간,가열로20호기,6,130320,45100,20,20,-,2020-04-04 08:16,2020-04-04 22:47,-,871,2553.7,19.6
537,프레스(P5000),2020-04-06,주간,가열로1호기,4,41200,10300,12,13,-,2020-04-05 07:20,2020-04-07 07:21,-,2881,4883.1,118.5
538,프레스(P5000),2020-04-06,주간,가열로2호기,5,46580,14100,12,13,-,2020-04-05 07:30,2020-04-06 23:12,-,2382,4463.6,95.8
539,프레스(P5000),2020-04-06,야간,가열로4호기,9,70110,9140,12,13,-,2020-04-06 07:20,2020-04-06 19:22,-,722,4645.4,66.3
540,프레스(P5000),2020-04-06,야간,가열로5호기,4,38800,10800,12,13,-,2020-04-05 07:18,2020-04-07 16:32,-,3434,8952.2,230.7
541,프레스(P15000),2020-04-06,주간,가열로6호기,7,109205,23000,12,12,-,2020-04-04 16:42,2020-04-06 16:02,-,2840,6733.4,61.7
542,프레스(P15000),2020-04-06,야간,가열로6호기,7,87155,17500,12,12,-,2020-04-06 16:02,2020-04-07 04:14,-,732,3088,35.4
543,프레스(P15000),2020-04-06,야간,가열로7호기,5,40940,9140,12,12,-,2020-04-05 17:48,2020-04-07 05:13,-,2125,3931.9,96
544,링밀(R/M 9500),2020-04-06,주간,가열로8호기,10,80700,8070,4,10,-,2020-04-05 17:50,2020-04-06 16:44,-,1374,2377.1,29.5
545,링밀(R/M 9500),2020-04-06,야간,가열로8호기,19,66310,4570,4,10,-,2020-04-06 16:54,2020-04-07 06:35,-,821,1395.3,21
546,링밀(R/M 9500),2020-04-06,주간,가열로9호기,24,48220,2280,4,10,-,2020-04-05 00:00,2020-04-07 00:00,-,2880,-,0
547,링밀(R/M 9500),2020-04-06,야간,가열로9호기,5,24980,9980,4,10,-,2020-04-05 00:00,2020-04-07 00:00,-,2880,-,0
548,링밀(R/M 9500),2020-04-06,주간,가열로10호기,4,56450,14600,4,10,-,2020-04-05 00:00,2020-04-07 00:00,-,2880,-,0
549,링밀(R/M 9500),2020-04-06,야간,가열로10호기,3,56300,23000,4,10,-,2020-04-05 00:00,2020-04-07 00:00,-,2880,-,0
550,링밀(R/M 9500),2020-04-06,주간,가열로11호기,15,77280,6010,4,10,-,2020-04-05 00:00,2020-04-07 00:00,-,2880,-,0
551,링밀(R/M 9500),2020-04-06,야간,가열로11호기,20,73180,6110,4,10,-,2020-04-05 00:00,2020-04-07 00:00,-,2880,-,0
552,프레스(P8000),2020-04-06,야간,가열로12호기,19,72039,4059,7.5,7.5,-,2020-04-04 15:30,2020-04-07 01:03,-,3453,4096.9,56.9
553,링밀(R/M 9500),2020-04-06,주간,가열로13호기,2,32170,16085,4,10,-,2020-04-05 09:00,2020-04-07 18:28,-,3448,14330.2,445.5
554,프레스(P8000),2020-04-06,주간,가열로14호기,23,80524,4260,7.5,7.5,-,2020-04-05 07:29,2020-04-06 19:02,-,2133,4257.5,52.9
555,프레스(P8000),2020-04-06,야간,가열로15호기,23,84095,4741,7.5,7.5,-,2020-04-04 17:30,2020-04-07 07:15,-,3705,4719.8,56.1
556,프레스(P8000),2020-04-06,주간,가열로16호기,20,72315,5768,7.5,7.5,-,2020-04-05 07:33,2020-04-06 14:17,-,1844,4936.1,68.3
557,프레스(P15000),2020-04-06,주간,가열로17호기,3,85620,33000,15,15,-,2020-04-05 06:23,2020-04-06 18:16,-,2153,6291.8,73.5
558,프레스(P15000),2020-04-06,주간,가열로19호기,4,128360,44500,12,12,-,2020-04-04 17:00,2020-04-06 17:09,-,2889,8691,67.7
559,프레스(P15000),2020-04-06,야간,가열로19호기,4,128360,44500,12,12,-,2020-04-06 17:09,2020-04-06 23:10,-,361,1455.8,11.3
560,프레스(P15000),2020-04-06,주간,가열로20호기,5,125150,50000,18,18,-,2020-04-05 06:22,2020-04-06 16:37,-,2055,10301.2,82.3
561,프레스(P5000),2020-04-07,야간,가열로2호기,7,103950,14850,12,13,-,2020-04-06 23:47,2020-04-07 23:34,-,1427,5184.4,49.9
562,프레스(P5000),2020-04-07,주간,가열로3호기,7,103950,14850,12,13,-,2020-04-06 13:35,2020-04-07 15:35,-,1560,8222.6,79.1
563,프레스(P5000),2020-04-07,야간,가열로4호기,4,66500,22930,12,13,-,2020-04-07 06:49,2020-04-08 06:27,-,1418,4137.4,62.2
564,프레스(P5000),2020-04-07,주간,가열로5호기,6,55870,10800,12,13,-,2020-04-07 16:36,2020-04-07 19:02,-,146,524.7,9.4
565,프레스(P15000),2020-04-07,야간,가열로6호기,4,41700,13200,12,12,-,2020-04-07 05:58,2020-04-08 02:33,-,1235,6160.6,147.7
566,프레스(P15000),2020-04-07,주간,가열로7호기,2,15300,7650,12,13,-,2020-04-07 05:14,2020-04-07 10:00,-,286,382.2,25
567,링밀(R/M 9500),2020-04-07,야간,가열로8호기,14,67230,7650,4,10,-,2020-04-07 09:06,2020-04-07 22:28,-,802,1236.7,18.4
568,링밀(R/M 9500),2020-04-07,주간,가열로9호기,6,59465,15500,4,10,-,2020-04-06 00:00,2020-04-08 00:00,-,2880,-,0
569,링밀(R/M 9500),2020-04-07,주간,가열로10호기,6,30180,5030,4,10,-,2020-04-06 00:00,2020-04-08 00:00,-,2880,-,0
570,링밀(R/M 9500),2020-04-07,야간,가열로10호기,11,48160,9140,4,10,-,2020-04-06 00:00,2020-04-08 00:00,-,2880,-,0
571,링밀(R/M 9500),2020-04-07,주간,가열로11호기,18,67660,4350,4,10,-,2020-04-06 00:00,2020-04-08 00:00,-,2880,-,0
572,링밀(R/M 9500),2020-04-07,야간,가열로11호기,13,72320,7360,4,10,-,2020-04-06 00:00,2020-04-08 00:00,-,2880,-,0
573,프레스(P8000),2020-04-07,야간,가열로12호기,18,86808,5088,7.5,7.5,-,2020-04-07 01:40,2020-04-07 23:13,-,1293,3221.5,37.1
574,프레스(P8000),2020-04-07,주간,가열로14호기,15,78676,6852,7.5,7.5,-,2020-04-06 19:31,2020-04-07 19:04,-,1413,3513.4,44.7
575,프레스(P8000),2020-04-07,야간,가열로15호기,24,62403,5034,7.5,7.5,-,2020-04-07 07:51,2020-04-08 07:03,-,1392,3487.1,55.9
576,프레스(P8000),2020-04-07,주간,가열로16호기,30,76377,4741,7.5,7.5,-,2020-04-06 14:50,2020-04-07 13:52,-,1382,3339.9,43.7
577,프레스(P15000),2020-04-07,주간,가열로17호기,4,142000,35500,18,18,-,2020-04-06 18:19,2020-04-07 15:02,-,1243,5500.9,38.7
578,프레스(P15000),2020-04-07,주간,가열로19호기,3,73000,38000,12,13,-,2020-04-06 23:10,2020-04-07 18:14,-,1144,4187.3,57.4
579,프레스(P15000),2020-04-07,주간,가열로20호기,5,158160,38600,18,18,-,2020-04-06 16:37,2020-04-07 16:24,-,1427,6416.1,40.6
580,프레스(P15000),2020-04-07,야간,가열로20호기,3,112300,38600,20,20,-,2020-04-07 16:24,2020-04-08 04:30,-,726,2688.1,23.9
581,프레스(P5000),2020-04-08,야간,가열로2호기,5,78190,20350,12,13,-,2020-04-08 02:26,2020-04-09 02:00,-,1414,4229,54.1
582,프레스(P5000),2020-04-08,주간,가열로3호기,9,104900,16100,12,13,-,2020-04-07 16:45,2020-04-08 14:50,-,1325,5703.9,54.4
583,프레스(P5000),2020-04-08,야간,가열로4호기,7,94360,13480,12,13,-,2020-04-08 06:52,2020-04-09 06:17,-,1405,4753.7,50.4
584,프레스(P5000),2020-04-08,주간,가열로5호기,8,104660,13480,12,13,-,2020-04-07 19:53,2020-04-08 19:07,-,1394,5556.4,53.1
585,프레스(P15000),2020-04-08,야간,가열로6호기,6,109140,26970,12,12,-,2020-04-08 05:39,2020-04-09 05:58,-,1459,8986.3,82.3
586,프레스(P15000),2020-04-08,주간,가열로7호기,3,24775,9475,12,12,-,2020-04-07 16:11,2020-04-08 18:01,-,1550,1153.1,46.5
587,링밀(R/M 9500),2020-04-08,주간,가열로8호기,16,60960,5400,4,10,-,2020-04-07 22:34,2020-04-08 18:23,-,1189,1725.3,28.3
588,링밀(R/M 9500),2020-04-08,야간,가열로8호기,16,73121,8931,4,10,-,2020-04-08 18:26,2020-04-09 02:28,-,482,641.7,8.8
589,링밀(R/M 9500),2020-04-08,주간,가열로10호기,17,57390,5400,4,10,-,2020-04-07 00:00,2020-04-09 00:00,-,2880,-,0
590,링밀(R/M 9500),2020-04-08,야간,가열로10호기,20,63892,3545,4,10,-,2020-04-07 00:00,2020-04-09 00:00,-,2880,-,0
591,링밀(R/M 9500),2020-04-08,야간,가열로11호기,18,53460,2970,4,10,-,2020-04-07 00:00,2020-04-09 00:00,-,2880,-,0
592,프레스(P8000),2020-04-08,야간,가열로12호기,23,63970,2870,7.5,7.5,-,2020-04-07 23:26,2020-04-09 00:00,-,1474,3051.1,47.7
593,프레스(P15000),2020-04-08,주간,가열로13호기,1,44500,44500,8,8,-,2020-04-07 22:15,2020-04-08 20:46,-,1351,5531.6,124.3
594,링밀(R/M 9500),2020-04-08,주간,가열로13호기,1,44500,44500,4,10,-,2020-04-07 22:15,2020-04-08 20:46,-,1351,5531.6,124.3
595,프레스(P8000),2020-04-08,주간,가열로14호기,19,72240,5577,7.5,7.5,-,2020-04-07 19:37,2020-04-08 19:13,-,1416,3418.1,47.3
596,프레스(P8000),2020-04-08,야간,가열로15호기,26,75607,4534,7.5,7.5,-,2020-04-08 07:50,2020-04-09 06:56,-,1386,3520.3,46.6
597,프레스(P8000),2020-04-08,주간,가열로16호기,22,74310,5088,7.5,7.5,-,2020-04-07 14:13,2020-04-08 15:29,-,1516,3458.1,46.5
598,프레스(P15000),2020-04-08,주간,가열로17호기,7,99900,23500,12,12,-,2020-04-07 15:25,2020-04-08 15:24,-,1439,7101.7,71.1
599,프레스(P15000),2020-04-08,주간,가열로19호기,8,113130,22850,12,12,-,2020-04-07 18:37,2020-04-08 16:50,-,1333,6310.3,55.8
600,프레스(P15000),2020-04-08,야간,가열로20호기,5,153200,57100,12,12,-,2020-04-08 05:57,2020-04-09 02:02,-,1205,5562.9,36.3
601,프레스(P5000),2020-04-09,야간,가열로2호기,4,33200,8600,12,13,-,2020-04-09 02:10,2020-04-10 09:51,-,1901,5919.1,178.3
602,프레스(P5000),2020-04-09,주간,가열로3호기,8,64680,10800,12,13,-,2020-04-08 15:15,2020-04-09 18:25,-,1630,5856,90.5
603,프레스(P5000),2020-04-09,야간,가열로4호기,6,48370,9490,12,13,-,2020-04-09 07:08,2020-04-10 02:27,-,1159,4237.3,87.6
604,프레스(P5000),2020-04-09,주간,가열로5호기,8,76432,9554,12,13,-,2020-04-08 19:20,2020-04-09 15:55,-,1235,4829.4,63.2
605,프레스(P15000),2020-04-09,야간,가열로6호기,7,82880,14800,12,12,-,2020-04-09 06:20,2020-04-10 07:16,-,1496,8085.3,97.6
606,링밀(R/M 9500),2020-04-09,주간,가열로8호기,22,47010,2830,4,10,-,2020-04-09 02:34,2020-04-09 18:39,-,965,1216.9,25.9
607,링밀(R/M 9500),2020-04-09,야간,가열로8호기,11,50750,5910,4,10,-,2020-04-09 18:45,2020-04-10 05:03,-,618,814.1,16
608,링밀(R/M 9500),2020-04-09,주간,가열로10호기,9,43380,4820,4,10,-,2020-04-08 00:00,2020-04-10 00:00,-,2880,-,0
609,링밀(R/M 9500),2020-04-09,야간,가열로10호기,1,14397,14397,4,10,-,2020-04-08 00:00,2020-04-10 00:00,-,2880,-,0
610,링밀(R/M 9500),2020-04-09,주간,가열로11호기,18,52940,3230,4,10,-,2020-04-08 00:00,2020-04-10 00:00,-,2880,-,0
611,링밀(R/M 9500),2020-04-09,야간,가열로11호기,25,76020,5570,4,10,-,2020-04-08 00:00,2020-04-10 00:00,-,2880,-,0
612,프레스(P8000),2020-04-09,야간,가열로12호기,22,65940,3018,7.5,7.5,-,2020-04-09 00:09,2020-04-09 23:34,-,1405,3047.4,46.2
613,프레스(P15000),2020-04-09,야간,가열로13호기,5,167500,35600,18,18,-,2020-04-08 20:46,2020-04-10 02:03,-,1757,8842.9,52.8
614,프레스(P8000),2020-04-09,주간,가열로14호기,25,85953,5577,7.5,7.5,-,2020-04-08 19:37,2020-04-09 18:46,-,1389,3267,38
615,프레스(P8000),2020-04-09,야간,가열로15호기,20,80172,5168,7.5,7.5,-,2020-04-09 07:07,2020-04-10 05:54,-,1367,3291,41
616,프레스(P8000),2020-04-09,주간,가열로16호기,25,67085,5088,7.5,7.5,-,2020-04-08 15:45,2020-04-09 11:35,-,1190,2553.7,38.1
617,프레스(P15000),2020-04-09,주간,가열로17호기,6,103940,26970,12,12,-,2020-04-08 15:37,2020-04-09 18:10,-,1593,5962.3,57.4
618,프레스(P15000),2020-04-09,야간,가열로17호기,3,111040,57100,15,15,-,2020-04-09 18:10,2020-04-10 02:43,-,513,1897,17.1
